GAME-ID,Teams
401598991,"['New Mexico State Aggies', 'Louisville Cardinals']"
401599438,"['Georgetown Hoyas', 'Butler Bulldogs']"
401599439,"['Marquette Golden Eagles', 'Providence Friars']"
401599440,"['Villanova Wildcats', 'Creighton Bluejays']"
401599441,"['UConn Huskies', 'Seton Hall Pirates']"
401599442,"['Xavier Musketeers', ""St. John's Red Storm""]"
401599443,"['Georgetown Hoyas', 'Marquette Golden Eagles']"
401599444,"['Villanova Wildcats', 'DePaul Blue Demons']"
401599445,"['Butler Bulldogs', 'Providence Friars']"
401599446,"[""St. John's Red Storm"", 'UConn Huskies']"
401599447,"['Seton Hall Pirates', 'Xavier Musketeers']"
401599448,"['Creighton Bluejays', 'Marquette Golden Eagles']"
401599469,"['Creighton Bluejays', 'Georgetown Hoyas']"
401599470,"['Butler Bulldogs', ""St. John's Red Storm""]"
401599471,"['DePaul Blue Demons', 'UConn Huskies']"
401599472,"['Seton Hall Pirates', 'Providence Friars']"
401599473,"['Xavier Musketeers', 'Villanova Wildcats']"
401599474,"['UConn Huskies', 'Butler Bulldogs']"
401599475,"['Providence Friars', 'Creighton Bluejays']"
401599476,"['DePaul Blue Demons', 'Georgetown Hoyas']"
401599477,"['Marquette Golden Eagles', 'Seton Hall Pirates']"
401599478,"[""St. John's Red Storm"", 'Villanova Wildcats']"
401599479,"['Creighton Bluejays', 'DePaul Blue Demons']"
401599480,"['Seton Hall Pirates', 'Georgetown Hoyas']"
401599481,"['Butler Bulldogs', 'Marquette Golden Eagles']"
401599482,"['Providence Friars', ""St. John's Red Storm""]"
401599483,"['UConn Huskies', 'Xavier Musketeers']"
401599484,"['DePaul Blue Demons', 'Villanova Wildcats']"
401599485,"['Seton Hall Pirates', 'Butler Bulldogs']"
401599486,"[""St. John's Red Storm"", 'Creighton Bluejays']"
401599487,"['Xavier Musketeers', 'Providence Friars']"
401599488,"['Georgetown Hoyas', 'UConn Huskies']"
401599489,"['Villanova Wildcats', 'Marquette Golden Eagles']"
401599490,"[""St. John's Red Storm"", 'Seton Hall Pirates']"
401599491,"['Butler Bulldogs', 'Xavier Musketeers']"
401599492,"['Providence Friars', 'DePaul Blue Demons']"
401599493,"['Creighton Bluejays', 'UConn Huskies']"
401599494,"['Georgetown Hoyas', 'Xavier Musketeers']"
401599495,"['DePaul Blue Demons', 'Butler Bulldogs']"
401599496,"['Creighton Bluejays', 'Seton Hall Pirates']"
401599497,"['Marquette Golden Eagles', ""St. John's Red Storm""]"
401599498,"['UConn Huskies', 'Villanova Wildcats']"
401599499,"['Xavier Musketeers', 'Creighton Bluejays']"
401599500,"['Butler Bulldogs', 'Georgetown Hoyas']"
401599501,"['Marquette Golden Eagles', 'DePaul Blue Demons']"
401599502,"['Providence Friars', 'Seton Hall Pirates']"
401599503,"['Villanova Wildcats', ""St. John's Red Storm""]"
401599504,"['Villanova Wildcats', 'Butler Bulldogs']"
401599505,"['DePaul Blue Demons', 'Creighton Bluejays']"
401599506,"['Seton Hall Pirates', 'Marquette Golden Eagles']"
401599507,"['Georgetown Hoyas', 'Providence Friars']"
401599508,"['Xavier Musketeers', 'UConn Huskies']"
401599509,"['Seton Hall Pirates', 'DePaul Blue Demons']"
401599510,"['Marquette Golden Eagles', 'Villanova Wildcats']"
401599511,"[""St. John's Red Storm"", 'Xavier Musketeers']"
401599512,"['Providence Friars', 'UConn Huskies']"
401599513,"['Butler Bulldogs', 'Creighton Bluejays']"
401599514,"['Xavier Musketeers', 'DePaul Blue Demons']"
401599515,"['Marquette Golden Eagles', 'Georgetown Hoyas']"
401599516,"['UConn Huskies', ""St. John's Red Storm""]"
401599517,"['Providence Friars', 'Villanova Wildcats']"
401599518,"['DePaul Blue Demons', ""St. John's Red Storm""]"
401599519,"['Butler Bulldogs', 'UConn Huskies']"
401599520,"['Creighton Bluejays', 'Providence Friars']"
401599521,"['Georgetown Hoyas', 'Seton Hall Pirates']"
401599522,"['Villanova Wildcats', 'Xavier Musketeers']"
401599523,"['Providence Friars', 'Butler Bulldogs']"
401599524,"['UConn Huskies', 'Georgetown Hoyas']"
401599525,"[""St. John's Red Storm"", 'Marquette Golden Eagles']"
401599526,"['Creighton Bluejays', 'Xavier Musketeers']"
401599527,"['Seton Hall Pirates', 'Villanova Wildcats']"
401599528,"['Marquette Golden Eagles', 'Butler Bulldogs']"
401599529,"['Georgetown Hoyas', 'Creighton Bluejays']"
401599530,"[""St. John's Red Storm"", 'Providence Friars']"
401599531,"['UConn Huskies', 'DePaul Blue Demons']"
401599532,"['Xavier Musketeers', 'Seton Hall Pirates']"
401599533,"['Villanova Wildcats', 'Georgetown Hoyas']"
401599534,"['Creighton Bluejays', 'Butler Bulldogs']"
401599535,"['DePaul Blue Demons', 'Providence Friars']"
401599536,"['Marquette Golden Eagles', 'UConn Huskies']"
401599537,"['Seton Hall Pirates', ""St. John's Red Storm""]"
401599538,"['UConn Huskies', 'Creighton Bluejays']"
401599539,"['Butler Bulldogs', 'Villanova Wildcats']"
401599540,"[""St. John's Red Storm"", 'Georgetown Hoyas']"
401599541,"['DePaul Blue Demons', 'Marquette Golden Eagles']"
401599542,"['Providence Friars', 'Xavier Musketeers']"
401599543,"['Georgetown Hoyas', 'DePaul Blue Demons']"
401599544,"['Butler Bulldogs', 'Seton Hall Pirates']"
401599545,"['Villanova Wildcats', 'UConn Huskies']"
401599546,"['Xavier Musketeers', 'Marquette Golden Eagles']"
401599547,"['Creighton Bluejays', ""St. John's Red Storm""]"
401599548,"['Georgetown Hoyas', 'Villanova Wildcats']"
401599549,"[""St. John's Red Storm"", 'Butler Bulldogs']"
401599550,"['Seton Hall Pirates', 'Creighton Bluejays']"
401599551,"['Providence Friars', 'Marquette Golden Eagles']"
401599552,"['DePaul Blue Demons', 'Xavier Musketeers']"
401599553,"['Marquette Golden Eagles', 'Creighton Bluejays']"
401599554,"['Butler Bulldogs', 'DePaul Blue Demons']"
401599555,"['Xavier Musketeers', 'Georgetown Hoyas']"
401599556,"['Villanova Wildcats', 'Providence Friars']"
401599557,"['Seton Hall Pirates', 'UConn Huskies']"
401599558,"[""St. John's Red Storm"", 'DePaul Blue Demons']"
401599559,"['Providence Friars', 'Georgetown Hoyas']"
401599560,"['Xavier Musketeers', 'Butler Bulldogs']"
401599561,"['UConn Huskies', 'Marquette Golden Eagles']"
401599562,"['Villanova Wildcats', 'Seton Hall Pirates']"
401599563,"['Georgetown Hoyas', ""St. John's Red Storm""]"
401599564,"['UConn Huskies', 'Providence Friars']"
401599565,"['Creighton Bluejays', 'Villanova Wildcats']"
401599566,"['Marquette Golden Eagles', 'Xavier Musketeers']"
401599567,"['DePaul Blue Demons', 'Seton Hall Pirates']"
401599586,"['North Greenville Crusaders', 'Furman Paladins']"
401599587,"['South Carolina State Bulldogs', 'Furman Paladins']"
401599588,"['Bob Jones', 'Furman Paladins']"
401599589,"['Furman Paladins', 'Tulane Green Wave']"
401599590,"['Anderson (SC) Trojans', 'Furman Paladins']"
401599982,"['Northwestern State Demons', 'Tulane Green Wave']"
401599983,"['Bradley Braves', 'Tulane Green Wave']"
401599984,"['Southern Jaguars', 'Tulane Green Wave']"
401599985,"['Dillard Blue Devils', 'Tulane Green Wave']"
401599986,"['Johnson University Florida Suns', 'Jacksonville Dolphins']"
401599987,"['Jacksonville Dolphins', 'Robert Morris Colonials']"
401599988,"['Jacksonville Dolphins', 'South Carolina State Bulldogs']"
401599989,"['Trinity Baptist Eagles', 'Jacksonville Dolphins']"
401599990,"['Erskine Flying Fleet', 'Jacksonville Dolphins']"
401599991,"['Jacksonville Dolphins', 'Stetson Hatters']"
401599993,"['North Florida Ospreys', 'Jacksonville Dolphins']"
401599994,"['Stetson Hatters', 'Jacksonville Dolphins']"
401600049,"['Carolina University Bruins', 'South Carolina Upstate Spartans']"
401600050,"['South Carolina Upstate Spartans', 'Minnesota Golden Gophers']"
401600051,"['Voorhees Tigers', 'South Carolina Upstate Spartans']"
401600052,"['South Carolina Upstate Spartans', 'Coastal Carolina Chanticleers']"
401600053,"['Coker Cobras', 'South Carolina Upstate Spartans']"
401600054,"['Brevard Tornados', 'Winthrop Eagles']"
401600055,"['Drexel Dragons', 'Winthrop Eagles']"
401600056,"['Elon Phoenix', 'Winthrop Eagles']"
401600057,"['Bob Jones', 'Winthrop Eagles']"
401600058,"['Winthrop Eagles', 'Coastal Carolina Chanticleers']"
401600059,"['Winthrop Eagles', 'Little Rock Trojans']"
401600060,"['Toccoa Falls Eagles', 'Winthrop Eagles']"
401600061,"['Southern Utah Thunderbirds', 'Cal State Bakersfield Roadrunners']"
401600062,"['Cal State Bakersfield Roadrunners', 'USC Trojans']"
401600063,"['University of Saint Katherine Saint Katherine', 'Cal State Bakersfield Roadrunners']"
401600064,"['Cal State Bakersfield Roadrunners', 'Gonzaga Bulldogs']"
401600065,"['Whittier Poets', 'Cal State Bakersfield Roadrunners']"
401600066,"['Cal State Bakersfield Roadrunners', 'South Dakota Coyotes']"
401600067,"['South Dakota Coyotes', 'Cal State Bakersfield Roadrunners']"
401600068,"['Life Pacific', 'Long Beach State Beach']"
401600069,"['Long Beach State Beach', 'USC Trojans']"
401600070,"['CS Dominguez Hills Toros', 'Long Beach State Beach']"
401600071,"['Lyon Scots', 'Louisiana Tech Bulldogs']"
401600072,"['Southern Utah Thunderbirds', 'Louisiana Tech Bulldogs']"
401600073,"['Dillard Blue Devils', 'Louisiana Tech Bulldogs']"
401600074,"['Louisiana Tech Bulldogs', 'New Mexico Lobos']"
401600075,"['Louisiana Tech Bulldogs', 'Stephen F. Austin Lumberjacks']"
401600076,"[""Louisiana Ragin' Cajuns"", 'Louisiana Tech Bulldogs']"
401600077,"['Louisiana Tech Bulldogs', 'Saint Louis Billikens']"
401600078,"['Dallas Christian Crusaders', 'Louisiana Tech Bulldogs']"
401600079,"[""Saint Peter's Peacocks"", 'Rutgers Scarlet Knights']"
401600080,"['Roberts Wesleyan Redhawks', 'Buffalo Bulls']"
401600081,"['Little Rock Trojans', 'Georgia State Panthers']"
401600082,"['Northern Illinois Huskies', 'Little Rock Trojans']"
401600083,"['Georgia State Panthers', 'Little Rock Trojans']"
401600084,"['Tulsa Golden Hurricane', 'Little Rock Trojans']"
401600085,"['UC Riverside Highlanders', 'Utah Utes']"
401600086,"['Southern Utah Thunderbirds', 'Utah Utes']"
401600087,"['Holy Cross Crusaders', 'Army Black Knights']"
401600088,"['Holy Cross Crusaders', 'Lehigh Mountain Hawks']"
401600089,"['Lehigh Mountain Hawks', 'Holy Cross Crusaders']"
401600090,"['Holy Cross Crusaders', 'Lafayette Leopards']"
401600091,"['Army Black Knights', 'Holy Cross Crusaders']"
401600092,"['Mount Marty College Lancers', 'South Dakota Coyotes']"
401600093,"['UT Rio Grande Valley Vaqueros', 'South Dakota Coyotes']"
401600094,"['Northland Lumberjacks', 'South Dakota Coyotes']"
401600095,"['Waldorf College Warriors', 'South Dakota Coyotes']"
401600096,"['South Dakota Coyotes', 'UC Irvine Anteaters']"
401600097,"['South Dakota Coyotes', 'San Diego Toreros']"
401600099,"['Alabama A&M Bulldogs', 'Georgia Tech Yellow Jackets']"
401600100,"['Alabama A&M Bulldogs', 'South Alabama Jaguars']"
401600101,"['Alabama A&M Bulldogs', 'Arkansas-Pine Bluff Golden Lions']"
401600102,"['Alabama A&M Bulldogs', 'Mississippi Valley State Delta Devils']"
401600103,"['Alcorn State Braves', 'Alabama A&M Bulldogs']"
401600105,"['Alabama A&M Bulldogs', 'Texas Southern Tigers']"
401600106,"['Alabama A&M Bulldogs', 'Southern Jaguars']"
401600107,"['Alabama A&M Bulldogs', 'Grambling Tigers']"
401600108,"['Mississippi Valley State Delta Devils', 'Alabama A&M Bulldogs']"
401600109,"['Arkansas-Pine Bluff Golden Lions', 'Alabama A&M Bulldogs']"
401600110,"['Alabama State Hornets', 'Alabama A&M Bulldogs']"
401600111,"['Grambling Tigers', 'Alabama A&M Bulldogs']"
401600112,"['Southern Jaguars', 'Alabama A&M Bulldogs']"
401600113,"['Alabama State Hornets', 'Iowa Hawkeyes']"
401600114,"['Oglethorpe Stormy Petrels', 'Alabama State Hornets']"
401600115,"['Mississippi University For Women Mississippi Univ. For Women', 'Alabama State Hornets']"
401600116,"['USC Trojans', 'Alabama State Hornets']"
401600117,"['Johnson University Florida Suns', 'Alabama State Hornets']"
401600118,"['Alcorn State Braves', 'Alabama State Hornets']"
401600120,"['Alabama State Hornets', 'Texas Southern Tigers']"
401600121,"['Alabama State Hornets', 'Grambling Tigers']"
401600122,"['Alabama State Hornets', 'Southern Jaguars']"
401600123,"['Arkansas-Pine Bluff Golden Lions', 'Alabama State Hornets']"
401600124,"['Mississippi Valley State Delta Devils', 'Alabama State Hornets']"
401600126,"['Alabama State Hornets', 'Arkansas-Pine Bluff Golden Lions']"
401600127,"['Alabama State Hornets', 'Mississippi Valley State Delta Devils']"
401600129,"['Southern Jaguars', 'Alabama State Hornets']"
401600130,"['Grambling Tigers', 'Alabama State Hornets']"
401600131,"['Abilene Christian Wildcats', 'Oklahoma State Cowboys']"
401600132,"['Howard Payne Yellow Jackets', 'Abilene Christian Wildcats']"
401600133,"['UTEP Miners', 'Abilene Christian Wildcats']"
401600141,"['Life Pacific', 'Southern Utah Thunderbirds']"
401600143,"['Antelope Valley', 'Southern Utah Thunderbirds']"
401600154,"['Lafayette Leopards', 'Holy Cross Crusaders']"
401600231,"['Trinity Baptist Eagles', 'Stetson Hatters']"
401600232,"['Coastal Georgia Mariner', 'Stetson Hatters']"
401600233,"['Stetson Hatters', 'Chicago State Cougars']"
401600234,"['Stetson Hatters', 'Charlotte 49ers']"
401600235,"['Johnson University Florida Suns', 'Stetson Hatters']"
401600236,"['Stetson Hatters', 'Florida International Panthers']"
401600237,"['Stetson Hatters', 'Cincinnati Bearcats']"
401600238,"['Charlotte 49ers', 'Stetson Hatters']"
401600239,"['Chicago State Cougars', 'Stetson Hatters']"
401600240,"['Westfield State Owls', 'Dartmouth Big Green']"
401600242,"['UTEP Miners', 'Oregon Ducks']"
401600243,"['UT Martin Skyhawks', 'Chicago State Cougars']"
401600244,"['Delaware State Hornets', 'Chicago State Cougars']"
401600245,"['UT Rio Grande Valley Vaqueros', 'Chicago State Cougars']"
401600246,"['Chicago State Cougars', 'Oklahoma State Cowboys']"
401600247,"['Chicago State Cougars', 'UTEP Miners']"
401600248,"['East-West University Phantoms', 'Chicago State Cougars']"
401600249,"['St. Xavier  (IL) Cougars', 'Chicago State Cougars']"
401600250,"['Lincoln (MO) Blue Tigers', 'Saint Louis Billikens']"
401600251,"['Hofstra Pride', 'Saint Louis Billikens']"
401600252,"['Chicago State Cougars', 'South Carolina State Bulldogs']"
401600253,"['Chicago State Cougars', 'Eastern Kentucky Colonels']"
401600254,"['Indiana University Northwest Indiana-Northwest', 'Chicago State Cougars']"
401600255,"['Morgan State Bears', 'Arizona Wildcats']"
401600256,"['Southern Jaguars', 'Arizona Wildcats']"
401600257,"['UT Arlington Mavericks', 'Arizona Wildcats']"
401600258,"['Florida Atlantic Owls', 'Arizona Wildcats']"
401600269,"['Dartmouth Big Green', 'Saint Louis Billikens']"
401600289,"['Dartmouth Big Green', 'Le Moyne Dolphins']"
401600290,"['Thomas (ME) Terriers', 'Dartmouth Big Green']"
401600291,"['Montana Grizzlies', 'Oregon Ducks']"
401600294,"['Maryland Terrapins', 'Indiana Hoosiers']"
401600295,"['Purdue Boilermakers', 'Northwestern Wildcats']"
401600296,"['Illinois Fighting Illini', 'Rutgers Scarlet Knights']"
401600297,"['Minnesota Golden Gophers', 'Ohio State Buckeyes']"
401600298,"['Iowa Hawkeyes', 'Purdue Boilermakers']"
401600299,"['Indiana Hoosiers', 'Michigan Wolverines']"
401600300,"['Wisconsin Badgers', 'Michigan State Spartans']"
401600301,"['Penn State Nittany Lions', 'Maryland Terrapins']"
401600302,"['Nebraska Cornhuskers', 'Minnesota Golden Gophers']"
401600303,"['Ohio State Buckeyes', 'Penn State Nittany Lions']"
401600304,"['Michigan Wolverines', 'Iowa Hawkeyes']"
401600305,"['Michigan State Spartans', 'Nebraska Cornhuskers']"
401600306,"['Iowa Hawkeyes', 'Wisconsin Badgers']"
401600307,"['Northwestern Wildcats', 'Illinois Fighting Illini']"
401600308,"['Purdue Boilermakers', 'Maryland Terrapins']"
401600309,"['Indiana Hoosiers', 'Nebraska Cornhuskers']"
401600310,"['Rutgers Scarlet Knights', 'Ohio State Buckeyes']"
401600311,"['Minnesota Golden Gophers', 'Michigan Wolverines']"
401600312,"['Penn State Nittany Lions', 'Michigan State Spartans']"
401600313,"['Illinois Fighting Illini', 'Purdue Boilermakers']"
401600314,"['Nebraska Cornhuskers', 'Wisconsin Badgers']"
401600315,"['Ohio State Buckeyes', 'Indiana Hoosiers']"
401600316,"['Rutgers Scarlet Knights', 'Iowa Hawkeyes']"
401600317,"['Maryland Terrapins', 'Minnesota Golden Gophers']"
401600318,"['Michigan State Spartans', 'Northwestern Wildcats']"
401600319,"['Michigan Wolverines', 'Penn State Nittany Lions']"
401600320,"['Indiana Hoosiers', 'Rutgers Scarlet Knights']"
401600321,"['Purdue Boilermakers', 'Nebraska Cornhuskers']"
401600322,"['Northwestern Wildcats', 'Penn State Nittany Lions']"
401600323,"['Wisconsin Badgers', 'Ohio State Buckeyes']"
401600324,"['Michigan Wolverines', 'Maryland Terrapins']"
401600325,"['Michigan State Spartans', 'Illinois Fighting Illini']"
401600326,"['Minnesota Golden Gophers', 'Indiana Hoosiers']"
401600327,"['Nebraska Cornhuskers', 'Iowa Hawkeyes']"
401600328,"['Northwestern Wildcats', 'Wisconsin Badgers']"
401600329,"['Penn State Nittany Lions', 'Purdue Boilermakers']"
401600330,"['Maryland Terrapins', 'Illinois Fighting Illini']"
401600331,"['Rutgers Scarlet Knights', 'Michigan State Spartans']"
401600332,"['Iowa Hawkeyes', 'Minnesota Golden Gophers']"
401600333,"['Ohio State Buckeyes', 'Michigan Wolverines']"
401600334,"['Wisconsin Badgers', 'Penn State Nittany Lions']"
401600335,"['Purdue Boilermakers', 'Indiana Hoosiers']"
401600336,"['Maryland Terrapins', 'Northwestern Wildcats']"
401600337,"['Nebraska Cornhuskers', 'Rutgers Scarlet Knights']"
401600338,"['Illinois Fighting Illini', 'Michigan Wolverines']"
401600339,"['Minnesota Golden Gophers', 'Michigan State Spartans']"
401600340,"['Indiana Hoosiers', 'Wisconsin Badgers']"
401600341,"['Northwestern Wildcats', 'Nebraska Cornhuskers']"
401600342,"['Penn State Nittany Lions', 'Ohio State Buckeyes']"
401600343,"['Purdue Boilermakers', 'Iowa Hawkeyes']"
401600344,"['Rutgers Scarlet Knights', 'Illinois Fighting Illini']"
401600345,"['Michigan State Spartans', 'Maryland Terrapins']"
401600346,"['Michigan Wolverines', 'Purdue Boilermakers']"
401600347,"['Ohio State Buckeyes', 'Nebraska Cornhuskers']"
401600348,"['Wisconsin Badgers', 'Minnesota Golden Gophers']"
401600349,"['Illinois Fighting Illini', 'Northwestern Wildcats']"
401600350,"['Maryland Terrapins', 'Iowa Hawkeyes']"
401600351,"['Michigan State Spartans', 'Wisconsin Badgers']"
401600352,"['Indiana Hoosiers', 'Illinois Fighting Illini']"
401600353,"['Iowa Hawkeyes', 'Michigan Wolverines']"
401600354,"['Minnesota Golden Gophers', 'Penn State Nittany Lions']"
401600355,"['Nebraska Cornhuskers', 'Maryland Terrapins']"
401600356,"['Ohio State Buckeyes', 'Northwestern Wildcats']"
401600357,"['Purdue Boilermakers', 'Rutgers Scarlet Knights']"
401600358,"['Illinois Fighting Illini', 'Ohio State Buckeyes']"
401600359,"['Iowa Hawkeyes', 'Indiana Hoosiers']"
401600360,"['Michigan Wolverines', 'Michigan State Spartans']"
401600361,"['Northwestern Wildcats', 'Purdue Boilermakers']"
401600362,"['Penn State Nittany Lions', 'Rutgers Scarlet Knights']"
401600363,"['Wisconsin Badgers', 'Nebraska Cornhuskers']"
401600364,"['Ohio State Buckeyes', 'Iowa Hawkeyes']"
401600365,"['Maryland Terrapins', 'Michigan State Spartans']"
401600366,"['Northwestern Wildcats', 'Minnesota Golden Gophers']"
401600367,"['Penn State Nittany Lions', 'Indiana Hoosiers']"
401600368,"['Rutgers Scarlet Knights', 'Michigan Wolverines']"
401600369,"['Nebraska Cornhuskers', 'Illinois Fighting Illini']"
401600370,"['Purdue Boilermakers', 'Wisconsin Badgers']"
401600371,"['Indiana Hoosiers', 'Ohio State Buckeyes']"
401600372,"['Rutgers Scarlet Knights', 'Maryland Terrapins']"
401600373,"['Michigan State Spartans', 'Minnesota Golden Gophers']"
401600374,"['Nebraska Cornhuskers', 'Northwestern Wildcats']"
401600375,"['Wisconsin Badgers', 'Michigan Wolverines']"
401600376,"['Iowa Hawkeyes', 'Penn State Nittany Lions']"
401600377,"['Illinois Fighting Illini', 'Michigan State Spartans']"
401600378,"['Indiana Hoosiers', 'Purdue Boilermakers']"
401600379,"['Maryland Terrapins', 'Ohio State Buckeyes']"
401600380,"['Michigan Wolverines', 'Nebraska Cornhuskers']"
401600381,"['Wisconsin Badgers', 'Rutgers Scarlet Knights']"
401600382,"['Minnesota Golden Gophers', 'Iowa Hawkeyes']"
401600383,"['Penn State Nittany Lions', 'Northwestern Wildcats']"
401600384,"['Michigan Wolverines', 'Illinois Fighting Illini']"
401600385,"['Ohio State Buckeyes', 'Wisconsin Badgers']"
401600386,"['Iowa Hawkeyes', 'Maryland Terrapins']"
401600387,"['Michigan State Spartans', 'Penn State Nittany Lions']"
401600388,"['Minnesota Golden Gophers', 'Purdue Boilermakers']"
401600389,"['Northwestern Wildcats', 'Rutgers Scarlet Knights']"
401600390,"['Illinois Fighting Illini', 'Maryland Terrapins']"
401600391,"['Michigan State Spartans', 'Michigan Wolverines']"
401600392,"['Penn State Nittany Lions', 'Nebraska Cornhuskers']"
401600393,"['Wisconsin Badgers', 'Iowa Hawkeyes']"
401600394,"['Northwestern Wildcats', 'Indiana Hoosiers']"
401600395,"['Purdue Boilermakers', 'Ohio State Buckeyes']"
401600396,"['Rutgers Scarlet Knights', 'Minnesota Golden Gophers']"
401600397,"['Iowa Hawkeyes', 'Michigan State Spartans']"
401600398,"['Maryland Terrapins', 'Wisconsin Badgers']"
401600399,"['Illinois Fighting Illini', 'Penn State Nittany Lions']"
401600400,"['Nebraska Cornhuskers', 'Indiana Hoosiers']"
401600401,"['Michigan Wolverines', 'Northwestern Wildcats']"
401600402,"['Ohio State Buckeyes', 'Minnesota Golden Gophers']"
401600403,"['Rutgers Scarlet Knights', 'Purdue Boilermakers']"
401600404,"['Iowa Hawkeyes', 'Illinois Fighting Illini']"
401600405,"['Indiana Hoosiers', 'Penn State Nittany Lions']"
401600406,"['Maryland Terrapins', 'Rutgers Scarlet Knights']"
401600407,"['Minnesota Golden Gophers', 'Nebraska Cornhuskers']"
401600408,"['Ohio State Buckeyes', 'Michigan State Spartans']"
401600409,"['Purdue Boilermakers', 'Michigan Wolverines']"
401600410,"['Wisconsin Badgers', 'Indiana Hoosiers']"
401600411,"['Penn State Nittany Lions', 'Iowa Hawkeyes']"
401600412,"['Minnesota Golden Gophers', 'Illinois Fighting Illini']"
401600413,"['Northwestern Wildcats', 'Maryland Terrapins']"
401600414,"['Michigan Wolverines', 'Rutgers Scarlet Knights']"
401600415,"['Nebraska Cornhuskers', 'Ohio State Buckeyes']"
401600416,"['Illinois Fighting Illini', 'Wisconsin Badgers']"
401600417,"['Iowa Hawkeyes', 'Northwestern Wildcats']"
401600418,"['Michigan State Spartans', 'Purdue Boilermakers']"
401600419,"['Penn State Nittany Lions', 'Minnesota Golden Gophers']"
401600420,"['Indiana Hoosiers', 'Maryland Terrapins']"
401600421,"['Michigan Wolverines', 'Ohio State Buckeyes']"
401600422,"['Rutgers Scarlet Knights', 'Nebraska Cornhuskers']"
401600423,"['Purdue Boilermakers', 'Illinois Fighting Illini']"
401600424,"['Indiana Hoosiers', 'Minnesota Golden Gophers']"
401600425,"['Northwestern Wildcats', 'Michigan State Spartans']"
401600426,"['Rutgers Scarlet Knights', 'Wisconsin Badgers']"
401600427,"['Minnesota Golden Gophers', 'Northwestern Wildcats']"
401600428,"['Illinois Fighting Illini', 'Iowa Hawkeyes']"
401600429,"['Michigan State Spartans', 'Indiana Hoosiers']"
401600430,"['Maryland Terrapins', 'Penn State Nittany Lions']"
401600431,"['Nebraska Cornhuskers', 'Michigan Wolverines']"
401600432,"['Ohio State Buckeyes', 'Rutgers Scarlet Knights']"
401600433,"['Wisconsin Badgers', 'Purdue Boilermakers']"
401600439,"['Delaware State Hornets', 'Penn State Nittany Lions']"
401600440,"['Lehigh Mountain Hawks', 'Penn State Nittany Lions']"
401600441,"['Le Moyne Dolphins', 'Penn State Nittany Lions']"
401600442,"['Arkansas-Pine Bluff Golden Lions', 'Minnesota Golden Gophers']"
401600443,"['Florida Gulf Coast Eagles', 'Minnesota Golden Gophers']"
401600448,"['Bryant Bulldogs', 'Rutgers Scarlet Knights']"
401600449,"['Howard Bison', 'Rutgers Scarlet Knights']"
401600452,"['Louisiana Christian Wildcats', ""Louisiana Ragin' Cajuns""]"
401600453,"['Loyola New Orleans Wolfpack', ""Louisiana Ragin' Cajuns""]"
401600454,"['Eastern Kentucky Colonels', ""Louisiana Ragin' Cajuns""]"
401600618,"['Hampton Pirates', 'Drexel Dragons']"
401600619,"['Campbell Fighting Camels', 'North Carolina A&T Aggies']"
401600620,"['Charleston Cougars', 'Hofstra Pride']"
401600621,"['Elon Phoenix', 'William & Mary Tribe']"
401600622,"['Hampton Pirates', 'Delaware Blue Hens']"
401600623,"['UNC Wilmington Seahawks', 'Drexel Dragons']"
401600624,"['Stony Brook Seawolves', 'Northeastern Huskies']"
401600625,"['Towson Tigers', 'Monmouth Hawks']"
401600626,"['Campbell Fighting Camels', 'Hampton Pirates']"
401600627,"['Charleston Cougars', 'Stony Brook Seawolves']"
401600628,"['Delaware Blue Hens', 'Hofstra Pride']"
401600649,"['Drexel Dragons', 'William & Mary Tribe']"
401600650,"['North Carolina A&T Aggies', 'Elon Phoenix']"
401600651,"['UNC Wilmington Seahawks', 'Towson Tigers']"
401600652,"['Northeastern Huskies', 'Monmouth Hawks']"
401600653,"['Delaware Blue Hens', 'Campbell Fighting Camels']"
401600654,"['Drexel Dragons', 'North Carolina A&T Aggies']"
401600655,"['Elon Phoenix', 'Charleston Cougars']"
401600656,"['Hofstra Pride', 'Northeastern Huskies']"
401600657,"['Monmouth Hawks', 'UNC Wilmington Seahawks']"
401600658,"['Stony Brook Seawolves', 'Towson Tigers']"
401600659,"['William & Mary Tribe', 'Hampton Pirates']"
401600660,"['Delaware Blue Hens', 'UNC Wilmington Seahawks']"
401600661,"['Drexel Dragons', 'Elon Phoenix']"
401600662,"['Hofstra Pride', 'Campbell Fighting Camels']"
401600663,"['Monmouth Hawks', 'Charleston Cougars']"
401600664,"['Stony Brook Seawolves', 'William & Mary Tribe']"
401600665,"['Towson Tigers', 'Northeastern Huskies']"
401600666,"['North Carolina A&T Aggies', 'Hampton Pirates']"
401600667,"['Campbell Fighting Camels', 'William & Mary Tribe']"
401600668,"['Hampton Pirates', 'Hofstra Pride']"
401600669,"['Monmouth Hawks', 'Drexel Dragons']"
401600670,"['Northeastern Huskies', 'North Carolina A&T Aggies']"
401600671,"['UNC Wilmington Seahawks', 'Elon Phoenix']"
401600672,"['Stony Brook Seawolves', 'Delaware Blue Hens']"
401600673,"['Towson Tigers', 'Charleston Cougars']"
401600674,"['Campbell Fighting Camels', 'Towson Tigers']"
401600675,"['Charleston Cougars', 'UNC Wilmington Seahawks']"
401600676,"['Delaware Blue Hens', 'Drexel Dragons']"
401600677,"['Hampton Pirates', 'Monmouth Hawks']"
401600678,"['Northeastern Huskies', 'Elon Phoenix']"
