GAME-ID,Teams
401470282,"['Texas State Bobcats', 'James Madison Dukes']"
401470283,"['Arkansas State Red Wolves', 'South Alabama Jaguars']"
401470284,"['Southern Miss Golden Eagles', ""Louisiana Ragin' Cajuns""]"
401470285,"['Appalachian State Mountaineers', 'James Madison Dukes']"
401470286,"['Coastal Carolina Chanticleers', 'Marshall Thundering Herd']"
401470287,"['Georgia State Panthers', ""Louisiana Ragin' Cajuns""]"
401470288,"['Old Dominion Monarchs', 'Georgia Southern Eagles']"
401470289,"['Texas State Bobcats', 'South Alabama Jaguars']"
401470290,"['Arkansas State Red Wolves', 'Troy Trojans']"
401470291,"['Southern Miss Golden Eagles', 'UL Monroe Warhawks']"
401470292,"['Georgia Southern Eagles', 'Appalachian State Mountaineers']"
401470293,"['Coastal Carolina Chanticleers', 'Old Dominion Monarchs']"
401470294,"['Troy Trojans', 'Georgia State Panthers']"
401470295,"['James Madison Dukes', 'South Alabama Jaguars']"
401470296,"['Southern Miss Golden Eagles', 'Marshall Thundering Herd']"
401470297,"[""Louisiana Ragin' Cajuns"", 'UL Monroe Warhawks']"
401470298,"['Texas State Bobcats', 'Arkansas State Red Wolves']"
401470299,"['Troy Trojans', 'Appalachian State Mountaineers']"
401470300,"['Coastal Carolina Chanticleers', 'Georgia State Panthers']"
401470301,"['Georgia Southern Eagles', 'James Madison Dukes']"
401470302,"['Old Dominion Monarchs', 'Marshall Thundering Herd']"
401470303,"['Texas State Bobcats', 'UL Monroe Warhawks']"
401470304,"['Southern Miss Golden Eagles', 'Arkansas State Red Wolves']"
401470305,"[""Louisiana Ragin' Cajuns"", 'South Alabama Jaguars']"
401470306,"['Appalachian State Mountaineers', 'Coastal Carolina Chanticleers']"
401470307,"['Georgia State Panthers', 'Old Dominion Monarchs']"
401470308,"['UL Monroe Warhawks', 'Georgia Southern Eagles']"
401470309,"['James Madison Dukes', 'Troy Trojans']"
401470310,"['Marshall Thundering Herd', 'Texas State Bobcats']"
401470311,"[""Louisiana Ragin' Cajuns"", 'Arkansas State Red Wolves']"
401470312,"['South Alabama Jaguars', 'Southern Miss Golden Eagles']"
401470313,"['Appalachian State Mountaineers', 'Old Dominion Monarchs']"
401470314,"['South Alabama Jaguars', 'Coastal Carolina Chanticleers']"
401470315,"['Georgia State Panthers', 'Georgia Southern Eagles']"
401470316,"['James Madison Dukes', 'Southern Miss Golden Eagles']"
401470317,"['Marshall Thundering Herd', 'Arkansas State Red Wolves']"
401470318,"[""Louisiana Ragin' Cajuns"", 'Texas State Bobcats']"
401470319,"['UL Monroe Warhawks', 'Troy Trojans']"
401470320,"['Georgia State Panthers', 'Appalachian State Mountaineers']"
401470321,"['Coastal Carolina Chanticleers', 'James Madison Dukes']"
401470322,"['Georgia Southern Eagles', 'Texas State Bobcats']"
401470323,"['UL Monroe Warhawks', 'Marshall Thundering Herd']"
401470324,"['Old Dominion Monarchs', 'South Alabama Jaguars']"
401470325,"['Arkansas State Red Wolves', 'Southern Miss Golden Eagles']"
401470326,"['Troy Trojans', ""Louisiana Ragin' Cajuns""]"
401470327,"['Arkansas State Red Wolves', 'Appalachian State Mountaineers']"
401470328,"['Old Dominion Monarchs', 'Coastal Carolina Chanticleers']"
401470329,"['Georgia State Panthers', 'Marshall Thundering Herd']"
401470330,"['Georgia Southern Eagles', ""Louisiana Ragin' Cajuns""]"
401470331,"['UL Monroe Warhawks', 'James Madison Dukes']"
401470332,"['Texas State Bobcats', 'Southern Miss Golden Eagles']"
401470333,"['Troy Trojans', 'South Alabama Jaguars']"
401470334,"['Marshall Thundering Herd', 'Appalachian State Mountaineers']"
401470335,"['Coastal Carolina Chanticleers', 'UL Monroe Warhawks']"
401470336,"['Georgia Southern Eagles', 'Georgia State Panthers']"
401470337,"['James Madison Dukes', 'Old Dominion Monarchs']"
401470338,"['Texas State Bobcats', ""Louisiana Ragin' Cajuns""]"
401470339,"['South Alabama Jaguars', 'Arkansas State Red Wolves']"
401470340,"['Southern Miss Golden Eagles', 'Troy Trojans']"
401470341,"['James Madison Dukes', 'Appalachian State Mountaineers']"
401470342,"['Coastal Carolina Chanticleers', 'Arkansas State Red Wolves']"
401470343,"['Marshall Thundering Herd', ""Louisiana Ragin' Cajuns""]"
401470344,"['Texas State Bobcats', 'Troy Trojans']"
401470345,"['South Alabama Jaguars', 'UL Monroe Warhawks']"
401470346,"['Southern Miss Golden Eagles', 'Georgia State Panthers']"
401470347,"['Georgia Southern Eagles', 'Old Dominion Monarchs']"
401470348,"['Appalachian State Mountaineers', 'UL Monroe Warhawks']"
401470349,"['Marshall Thundering Herd', 'Coastal Carolina Chanticleers']"
401470350,"['Old Dominion Monarchs', 'Georgia State Panthers']"
401470351,"['James Madison Dukes', 'Georgia Southern Eagles']"
401470352,"['Arkansas State Red Wolves', 'Texas State Bobcats']"
401470353,"[""Louisiana Ragin' Cajuns"", 'Southern Miss Golden Eagles']"
401470354,"['South Alabama Jaguars', 'Troy Trojans']"
401470355,"['Appalachian State Mountaineers', 'South Alabama Jaguars']"
401470356,"['James Madison Dukes', 'Coastal Carolina Chanticleers']"
401470357,"['Marshall Thundering Herd', 'Georgia State Panthers']"
401470358,"['Arkansas State Red Wolves', 'Georgia Southern Eagles']"
401470359,"['Old Dominion Monarchs', 'Texas State Bobcats']"
401470360,"[""Louisiana Ragin' Cajuns"", 'Troy Trojans']"
401470361,"['UL Monroe Warhawks', 'Southern Miss Golden Eagles']"
401470362,"['Texas State Bobcats', 'Appalachian State Mountaineers']"
401470363,"['Georgia State Panthers', 'Coastal Carolina Chanticleers']"
401470364,"['Georgia Southern Eagles', 'Marshall Thundering Herd']"
401470365,"['Old Dominion Monarchs', 'James Madison Dukes']"
401470366,"['Troy Trojans', 'Arkansas State Red Wolves']"
401470367,"['UL Monroe Warhawks', ""Louisiana Ragin' Cajuns""]"
401470368,"['Southern Miss Golden Eagles', 'South Alabama Jaguars']"
401470369,"['Old Dominion Monarchs', 'Appalachian State Mountaineers']"
401470370,"['Texas State Bobcats', 'Coastal Carolina Chanticleers']"
401470371,"['Georgia State Panthers', 'Arkansas State Red Wolves']"
401470372,"['Georgia Southern Eagles', 'Southern Miss Golden Eagles']"
401470373,"[""Louisiana Ragin' Cajuns"", 'James Madison Dukes']"
401470374,"['Troy Trojans', 'Marshall Thundering Herd']"
401470375,"['UL Monroe Warhawks', 'South Alabama Jaguars']"
401470376,"['Appalachian State Mountaineers', 'Georgia State Panthers']"
401470377,"['Coastal Carolina Chanticleers', 'Georgia Southern Eagles']"
401470378,"['Marshall Thundering Herd', 'James Madison Dukes']"
401470379,"['Southern Miss Golden Eagles', 'Old Dominion Monarchs']"
401470380,"['South Alabama Jaguars', 'Texas State Bobcats']"
401470381,"['Arkansas State Red Wolves', ""Louisiana Ragin' Cajuns""]"
401470382,"['Troy Trojans', 'UL Monroe Warhawks']"
401470383,"['Appalachian State Mountaineers', 'Georgia Southern Eagles']"
401470384,"['Coastal Carolina Chanticleers', 'Troy Trojans']"
401470385,"['Georgia State Panthers', 'James Madison Dukes']"
401470386,"['Marshall Thundering Herd', 'Old Dominion Monarchs']"
401470387,"['Southern Miss Golden Eagles', 'Texas State Bobcats']"
401470388,"['Arkansas State Red Wolves', 'UL Monroe Warhawks']"
401470389,"['South Alabama Jaguars', ""Louisiana Ragin' Cajuns""]"
401470390,"['BYU Cougars', 'Pacific Tigers']"
401470391,"['San Diego Toreros', ""Saint Mary's Gaels""]"
401470392,"['Loyola Marymount Lions', 'Portland Pilots']"
401470393,"['San Francisco Dons', 'Santa Clara Broncos']"
401470394,"['Portland Pilots', 'BYU Cougars']"
401470395,"['San Diego Toreros', 'San Francisco Dons']"
401470396,"['Pepperdine Waves', 'Gonzaga Bulldogs']"
401470397,"['Loyola Marymount Lions', 'Pacific Tigers']"
401470398,"[""Saint Mary's Gaels"", 'Santa Clara Broncos']"
401470399,"['BYU Cougars', 'Loyola Marymount Lions']"
401470400,"['Pacific Tigers', 'San Diego Toreros']"
401470401,"['Gonzaga Bulldogs', 'San Francisco Dons']"
401470402,"['Santa Clara Broncos', 'Pepperdine Waves']"
401470403,"['BYU Cougars', 'San Diego Toreros']"
401470404,"['Gonzaga Bulldogs', 'Santa Clara Broncos']"
401470405,"['Portland Pilots', ""Saint Mary's Gaels""]"
401470406,"['San Francisco Dons', 'Loyola Marymount Lions']"
401470407,"['Pacific Tigers', 'Pepperdine Waves']"
401470408,"['Gonzaga Bulldogs', 'BYU Cougars']"
401470409,"['Pepperdine Waves', 'San Diego Toreros']"
401470410,"['San Francisco Dons', 'Portland Pilots']"
401470411,"['Loyola Marymount Lions', ""Saint Mary's Gaels""]"
401470412,"['Pepperdine Waves', 'BYU Cougars']"
401470413,"['San Diego Toreros', 'Loyola Marymount Lions']"
401470414,"['Portland Pilots', 'Gonzaga Bulldogs']"
401470415,"['Santa Clara Broncos', 'Pacific Tigers']"
401470416,"[""Saint Mary's Gaels"", 'San Francisco Dons']"
401470417,"['BYU Cougars', 'Santa Clara Broncos']"
401470418,"['San Diego Toreros', 'Portland Pilots']"
401470419,"['Loyola Marymount Lions', 'Gonzaga Bulldogs']"
401470420,"[""Saint Mary's Gaels"", 'Pepperdine Waves']"
401470421,"['Pacific Tigers', 'San Francisco Dons']"
401470422,"['BYU Cougars', 'San Francisco Dons']"
401470423,"['Gonzaga Bulldogs', 'Pacific Tigers']"
401470424,"['Pepperdine Waves', 'Portland Pilots']"
401470425,"['Santa Clara Broncos', ""Saint Mary's Gaels""]"
401470426,"['San Diego Toreros', 'Pepperdine Waves']"
401470427,"['Portland Pilots', 'Loyola Marymount Lions']"
401470428,"[""Saint Mary's Gaels"", 'BYU Cougars']"
401470429,"['San Francisco Dons', 'San Diego Toreros']"
401470430,"['Gonzaga Bulldogs', 'Portland Pilots']"
401470431,"['Pepperdine Waves', 'Loyola Marymount Lions']"
401470432,"['Pacific Tigers', 'Santa Clara Broncos']"
401470433,"['Loyola Marymount Lions', 'BYU Cougars']"
401470434,"['Portland Pilots', 'San Diego Toreros']"
401470435,"['Santa Clara Broncos', 'Gonzaga Bulldogs']"
401470436,"['Pepperdine Waves', 'Pacific Tigers']"
401470437,"['San Francisco Dons', ""Saint Mary's Gaels""]"
401470438,"['Pacific Tigers', 'BYU Cougars']"
401470439,"['Loyola Marymount Lions', 'San Diego Toreros']"
401470440,"['Gonzaga Bulldogs', ""Saint Mary's Gaels""]"
401470441,"['Portland Pilots', 'Pepperdine Waves']"
401470442,"['Santa Clara Broncos', 'San Francisco Dons']"
401470443,"['BYU Cougars', 'Pepperdine Waves']"
401470444,"['San Diego Toreros', 'Santa Clara Broncos']"
401470445,"['San Francisco Dons', 'Gonzaga Bulldogs']"
401470446,"['Pacific Tigers', 'Portland Pilots']"
401470447,"[""Saint Mary's Gaels"", 'Loyola Marymount Lions']"
401470448,"['BYU Cougars', 'Gonzaga Bulldogs']"
401470449,"['San Diego Toreros', 'Pacific Tigers']"
401470450,"[""Saint Mary's Gaels"", 'Portland Pilots']"
401470451,"['Loyola Marymount Lions', 'Santa Clara Broncos']"
401470452,"['Pepperdine Waves', 'San Francisco Dons']"
401470453,"['Santa Clara Broncos', 'BYU Cougars']"
401470454,"[""Saint Mary's Gaels"", 'San Diego Toreros']"
401470455,"['Gonzaga Bulldogs', 'Loyola Marymount Lions']"
401470456,"['San Francisco Dons', 'Pacific Tigers']"
401470457,"['BYU Cougars', ""Saint Mary's Gaels""]"
401470458,"['Gonzaga Bulldogs', 'Pepperdine Waves']"
401470459,"['Santa Clara Broncos', 'Portland Pilots']"
401470460,"['Pacific Tigers', 'Loyola Marymount Lions']"
401470461,"['San Diego Toreros', 'Gonzaga Bulldogs']"
401470462,"['Portland Pilots', 'San Francisco Dons']"
401470463,"['Pepperdine Waves', 'Santa Clara Broncos']"
401470464,"['Pacific Tigers', ""Saint Mary's Gaels""]"
401470465,"['San Francisco Dons', 'BYU Cougars']"
401470466,"['Santa Clara Broncos', 'San Diego Toreros']"
401470467,"[""Saint Mary's Gaels"", 'Gonzaga Bulldogs']"
401470468,"['Portland Pilots', 'Pacific Tigers']"
401470469,"['Loyola Marymount Lions', 'Pepperdine Waves']"
401470992,"['Merrimack Warriors', 'Fairleigh Dickinson Knights']"
401470993,"['Wagner Seahawks', 'Long Island University Sharks']"
401470994,"['Stonehill Skyhawks', 'Sacred Heart Pioneers']"
401470995,"['Central Connecticut Blue Devils', 'St. Francis (PA) Red Flash']"
401470996,"['Stonehill Skyhawks', 'St. Francis (PA) Red Flash']"
401470997,"['Sacred Heart Pioneers', 'Long Island University Sharks']"
401470998,"['Merrimack Warriors', 'Wagner Seahawks']"
401470999,"['St. Francis Brooklyn Terriers', 'Central Connecticut Blue Devils']"
401471000,"['Long Island University Sharks', 'Central Connecticut Blue Devils']"
401471001,"['Fairleigh Dickinson Knights', 'St. Francis Brooklyn Terriers']"
401471002,"['Sacred Heart Pioneers', 'Merrimack Warriors']"
401471003,"['Wagner Seahawks', 'Stonehill Skyhawks']"
401471004,"['St. Francis (PA) Red Flash', 'Wagner Seahawks']"
401471005,"['St. Francis Brooklyn Terriers', 'Merrimack Warriors']"
401471006,"['Long Island University Sharks', 'Fairleigh Dickinson Knights']"
401471007,"['Central Connecticut Blue Devils', 'Stonehill Skyhawks']"
401471008,"['Fairleigh Dickinson Knights', 'Central Connecticut Blue Devils']"
401471009,"['Merrimack Warriors', 'Stonehill Skyhawks']"
401473450,"['Long Island University Sharks', 'St. Francis (PA) Red Flash']"
401473451,"['Sacred Heart Pioneers', 'St. Francis Brooklyn Terriers']"
401473452,"['St. Francis (PA) Red Flash', 'Sacred Heart Pioneers']"
401473453,"['St. Francis Brooklyn Terriers', 'Long Island University Sharks']"
401473454,"['Wagner Seahawks', 'Merrimack Warriors']"
401473455,"['Fairleigh Dickinson Knights', 'Stonehill Skyhawks']"
401473456,"['Sacred Heart Pioneers', 'Fairleigh Dickinson Knights']"
401473457,"['Central Connecticut Blue Devils', 'Wagner Seahawks']"
401473458,"['Stonehill Skyhawks', 'Long Island University Sharks']"
401473459,"['St. Francis Brooklyn Terriers', 'St. Francis (PA) Red Flash']"
401473460,"['Sacred Heart Pioneers', 'Wagner Seahawks']"
401473461,"['Merrimack Warriors', 'St. Francis Brooklyn Terriers']"
401473462,"['Central Connecticut Blue Devils', 'Long Island University Sharks']"
401473463,"['Stonehill Skyhawks', 'Fairleigh Dickinson Knights']"
401473464,"['St. Francis (PA) Red Flash', 'Fairleigh Dickinson Knights']"
401473465,"['Merrimack Warriors', 'Central Connecticut Blue Devils']"
401473466,"['Long Island University Sharks', 'Sacred Heart Pioneers']"
401473467,"['St. Francis Brooklyn Terriers', 'Wagner Seahawks']"
401473468,"['Sacred Heart Pioneers', 'Stonehill Skyhawks']"
401473469,"['Long Island University Sharks', 'St. Francis Brooklyn Terriers']"
401473470,"['St. Francis (PA) Red Flash', 'Central Connecticut Blue Devils']"
401473471,"['Fairleigh Dickinson Knights', 'Merrimack Warriors']"
401473472,"['Central Connecticut Blue Devils', 'St. Francis Brooklyn Terriers']"
401473473,"['Long Island University Sharks', 'Merrimack Warriors']"
401473474,"['Wagner Seahawks', 'Sacred Heart Pioneers']"
401473475,"['St. Francis (PA) Red Flash', 'Stonehill Skyhawks']"
401473476,"['Stonehill Skyhawks', 'St. Francis Brooklyn Terriers']"
401473477,"['St. Francis (PA) Red Flash', 'Merrimack Warriors']"
401473478,"['Central Connecticut Blue Devils', 'Sacred Heart Pioneers']"
401473479,"['Wagner Seahawks', 'Fairleigh Dickinson Knights']"
401473480,"['Fairleigh Dickinson Knights', 'Long Island University Sharks']"
401473481,"['Stonehill Skyhawks', 'Merrimack Warriors']"
401473482,"['Wagner Seahawks', 'St. Francis Brooklyn Terriers']"
401473483,"['Sacred Heart Pioneers', 'St. Francis (PA) Red Flash']"
401473484,"['St. Francis Brooklyn Terriers', 'Stonehill Skyhawks']"
401473485,"['Merrimack Warriors', 'St. Francis (PA) Red Flash']"
401473486,"['Long Island University Sharks', 'Wagner Seahawks']"
401473487,"['Central Connecticut Blue Devils', 'Fairleigh Dickinson Knights']"
401473488,"['Wagner Seahawks', 'Central Connecticut Blue Devils']"
401473489,"['Fairleigh Dickinson Knights', 'Sacred Heart Pioneers']"
401473490,"['Long Island University Sharks', 'Stonehill Skyhawks']"
401473491,"['St. Francis (PA) Red Flash', 'St. Francis Brooklyn Terriers']"
401473492,"['St. Francis (PA) Red Flash', 'Long Island University Sharks']"
401473493,"['Merrimack Warriors', 'Sacred Heart Pioneers']"
401473494,"['Fairleigh Dickinson Knights', 'Wagner Seahawks']"
401473495,"['Stonehill Skyhawks', 'Central Connecticut Blue Devils']"
401473496,"['Central Connecticut Blue Devils', 'Merrimack Warriors']"
401473497,"['Fairleigh Dickinson Knights', 'St. Francis (PA) Red Flash']"
401473498,"['St. Francis Brooklyn Terriers', 'Sacred Heart Pioneers']"
401473499,"['Stonehill Skyhawks', 'Wagner Seahawks']"
401473500,"['Wagner Seahawks', 'St. Francis (PA) Red Flash']"
401473501,"['St. Francis Brooklyn Terriers', 'Fairleigh Dickinson Knights']"
401473502,"['Sacred Heart Pioneers', 'Central Connecticut Blue Devils']"
401473503,"['Merrimack Warriors', 'Long Island University Sharks']"
401473504,"['Miami (OH) Redhawks', 'Central Michigan Chippewas']"
401473505,"['Northern Illinois Huskies', 'Akron Zips']"
401473506,"['Ohio Bobcats', 'Buffalo Bulls']"
401473507,"['Western Michigan Broncos', 'Kent State Golden Flashes']"
401473508,"['Ball State Cardinals', 'Toledo Rockets']"
401473509,"['Bowling Green Falcons', 'Eastern Michigan Eagles']"
401473510,"['Akron Zips', 'Ball State Cardinals']"
401473511,"['Northern Illinois Huskies', 'Buffalo Bulls']"
401473512,"['Kent State Golden Flashes', 'Miami (OH) Redhawks']"
401473513,"['Central Michigan Chippewas', 'Eastern Michigan Eagles']"
401473514,"['Ohio Bobcats', 'Bowling Green Falcons']"
401473515,"['Western Michigan Broncos', 'Toledo Rockets']"
401473516,"['Ball State Cardinals', 'Ohio Bobcats']"
401473517,"['Eastern Michigan Eagles', 'Western Michigan Broncos']"
401473518,"['Buffalo Bulls', 'Miami (OH) Redhawks']"
401473519,"['Central Michigan Chippewas', 'Northern Illinois Huskies']"
401473520,"['Akron Zips', 'Bowling Green Falcons']"
401473521,"['Toledo Rockets', 'Kent State Golden Flashes']"
401473522,"['Bowling Green Falcons', 'Western Michigan Broncos']"
401473523,"['Miami (OH) Redhawks', 'Ball State Cardinals']"
401473524,"['Kent State Golden Flashes', 'Ohio Bobcats']"
401473525,"['Eastern Michigan Eagles', 'Akron Zips']"
401473526,"['Toledo Rockets', 'Northern Illinois Huskies']"
401473527,"['Buffalo Bulls', 'Central Michigan Chippewas']"
401473528,"['Northern Illinois Huskies', 'Miami (OH) Redhawks']"
401473529,"['Western Michigan Broncos', 'Ball State Cardinals']"
401473530,"['Bowling Green Falcons', 'Buffalo Bulls']"
401473531,"['Akron Zips', 'Central Michigan Chippewas']"
401473532,"['Kent State Golden Flashes', 'Eastern Michigan Eagles']"
401473533,"['Ohio Bobcats', 'Toledo Rockets']"
401473534,"['Northern Illinois Huskies', 'Eastern Michigan Eagles']"
401473535,"['Miami (OH) Redhawks', 'Bowling Green Falcons']"
401473536,"['Ball State Cardinals', 'Kent State Golden Flashes']"
401473537,"['Toledo Rockets', 'Buffalo Bulls']"
401473538,"['Akron Zips', 'Western Michigan Broncos']"
401473539,"['Central Michigan Chippewas', 'Ohio Bobcats']"
401473540,"['Western Michigan Broncos', 'Ohio Bobcats']"
401473541,"['Buffalo Bulls', 'Ball State Cardinals']"
401473542,"['Miami (OH) Redhawks', 'Akron Zips']"
401473543,"['Bowling Green Falcons', 'Central Michigan Chippewas']"
401473544,"['Eastern Michigan Eagles', 'Toledo Rockets']"
401473545,"['Western Michigan Broncos', 'Central Michigan Chippewas']"
401473546,"['Ball State Cardinals', 'Northern Illinois Huskies']"
401473547,"['Eastern Michigan Eagles', 'Miami (OH) Redhawks']"
401473548,"['Ohio Bobcats', 'Akron Zips']"
401473549,"['Buffalo Bulls', 'Kent State Golden Flashes']"
401473550,"['Bowling Green Falcons', 'Toledo Rockets']"
401473551,"['Northern Illinois Huskies', 'Western Michigan Broncos']"
401473552,"['Akron Zips', 'Buffalo Bulls']"
401473553,"['Ball State Cardinals', 'Bowling Green Falcons']"
401473554,"['Toledo Rockets', 'Miami (OH) Redhawks']"
401473555,"['Central Michigan Chippewas', 'Kent State Golden Flashes']"
401473556,"['Ohio Bobcats', 'Eastern Michigan Eagles']"
401473557,"['Northern Illinois Huskies', 'Bowling Green Falcons']"
401473558,"['Kent State Golden Flashes', 'Akron Zips']"
401473559,"['Eastern Michigan Eagles', 'Ball State Cardinals']"
401473560,"['Buffalo Bulls', 'Western Michigan Broncos']"
401473561,"['Miami (OH) Redhawks', 'Ohio Bobcats']"
401473562,"['Central Michigan Chippewas', 'Toledo Rockets']"
401473563,"['Bowling Green Falcons', 'Kent State Golden Flashes']"
401473564,"['Toledo Rockets', 'Akron Zips']"
401473565,"['Ohio Bobcats', 'Northern Illinois Huskies']"
401473566,"['Western Michigan Broncos', 'Miami (OH) Redhawks']"
401473567,"['Eastern Michigan Eagles', 'Buffalo Bulls']"
401473568,"['Ball State Cardinals', 'Central Michigan Chippewas']"
401473569,"['Central Michigan Chippewas', 'Miami (OH) Redhawks']"
401473570,"['Western Michigan Broncos', 'Northern Illinois Huskies']"
401473571,"['Kent State Golden Flashes', 'Buffalo Bulls']"
401473572,"['Bowling Green Falcons', 'Ball State Cardinals']"
401473573,"['Akron Zips', 'Ohio Bobcats']"
401473574,"['Toledo Rockets', 'Eastern Michigan Eagles']"
401473575,"['Kent State Golden Flashes', 'Western Michigan Broncos']"
401473576,"['Buffalo Bulls', 'Ohio Bobcats']"
401473577,"['Central Michigan Chippewas', 'Bowling Green Falcons']"
401473578,"['Northern Illinois Huskies', 'Ball State Cardinals']"
401473579,"['Miami (OH) Redhawks', 'Toledo Rockets']"
401473580,"['Akron Zips', 'Eastern Michigan Eagles']"
401473581,"['Ohio Bobcats', 'Central Michigan Chippewas']"
401473582,"['Miami (OH) Redhawks', 'Northern Illinois Huskies']"
401473583,"['Ball State Cardinals', 'Western Michigan Broncos']"
401473584,"['Buffalo Bulls', 'Akron Zips']"
401473585,"['Eastern Michigan Eagles', 'Kent State Golden Flashes']"
401473586,"['Toledo Rockets', 'Bowling Green Falcons']"
401473587,"['Bowling Green Falcons', 'Miami (OH) Redhawks']"
401473588,"['Northern Illinois Huskies', 'Ohio Bobcats']"
401473589,"['Kent State Golden Flashes', 'Ball State Cardinals']"
401473590,"['Central Michigan Chippewas', 'Buffalo Bulls']"
401473591,"['Akron Zips', 'Toledo Rockets']"
401473592,"['Western Michigan Broncos', 'Eastern Michigan Eagles']"
401473593,"['Northern Illinois Huskies', 'Central Michigan Chippewas']"
401473594,"['Ohio Bobcats', 'Miami (OH) Redhawks']"
401473595,"['Kent State Golden Flashes', 'Bowling Green Falcons']"
401473596,"['Ball State Cardinals', 'Eastern Michigan Eagles']"
401473597,"['Western Michigan Broncos', 'Akron Zips']"
401473598,"['Buffalo Bulls', 'Toledo Rockets']"
401473599,"['Ball State Cardinals', 'Akron Zips']"
401473600,"['Buffalo Bulls', 'Northern Illinois Huskies']"
401473601,"['Miami (OH) Redhawks', 'Western Michigan Broncos']"
401473602,"['Ohio Bobcats', 'Kent State Golden Flashes']"
401473603,"['Eastern Michigan Eagles', 'Bowling Green Falcons']"
401473604,"['Toledo Rockets', 'Central Michigan Chippewas']"
401473605,"['Central Michigan Chippewas', 'Western Michigan Broncos']"
401473606,"['Bowling Green Falcons', 'Ohio Bobcats']"
401473607,"['Miami (OH) Redhawks', 'Buffalo Bulls']"
401473608,"['Toledo Rockets', 'Ball State Cardinals']"
401473609,"['Akron Zips', 'Kent State Golden Flashes']"
401473610,"['Eastern Michigan Eagles', 'Northern Illinois Huskies']"
401479657,"['Chattanooga Mocs', 'The Citadel Bulldogs']"
401479658,"['East Tennessee State Buccaneers', 'Wofford Terriers']"
401479659,"['VMI Keydets', 'Furman Paladins']"
401479660,"['Mercer Bears', 'Samford Bulldogs']"
401479661,"['UNC Greensboro Spartans', 'Western Carolina Catamounts']"
401479662,"['UNC Greensboro Spartans', 'Wofford Terriers']"
401479663,"['Furman Paladins', 'Western Carolina Catamounts']"
401479664,"['East Tennessee State Buccaneers', 'VMI Keydets']"
401479665,"['Chattanooga Mocs', 'Mercer Bears']"
401479666,"['Samford Bulldogs', 'The Citadel Bulldogs']"
401479667,"['The Citadel Bulldogs', 'Furman Paladins']"
401479668,"['Chattanooga Mocs', 'UNC Greensboro Spartans']"
401479669,"['Western Carolina Catamounts', 'East Tennessee State Buccaneers']"
401479670,"['Minnesota Golden Gophers', 'Virginia Tech Hokies']"
401479671,"['Pittsburgh Panthers', 'Northwestern Wildcats']"
401479672,"['Syracuse Orange', 'Illinois Fighting Illini']"
401479673,"['Maryland Terrapins', 'Louisville Cardinals']"
401479674,"['Penn State Nittany Lions', 'Clemson Tigers']"
401479675,"['Virginia Cavaliers', 'Michigan Wolverines']"
401479676,"['Wake Forest Demon Deacons', 'Wisconsin Badgers']"
401479677,"['Georgia Tech Yellow Jackets', 'Iowa Hawkeyes']"
401479678,"['Ohio State Buckeyes', 'Duke Blue Devils']"
401479679,"['Purdue Boilermakers', 'Florida State Seminoles']"
401479680,"['Rutgers Scarlet Knights', 'Miami Hurricanes']"
401479681,"['North Carolina Tar Heels', 'Indiana Hoosiers']"
401479682,"['Michigan State Spartans', 'Notre Dame Fighting Irish']"
401479683,"['Boston College Eagles', 'Nebraska Cornhuskers']"
401479684,"['Baylor Bears', 'Marquette Golden Eagles']"
401479685,"['Providence Friars', 'TCU Horned Frogs']"
401479686,"['Georgetown Hoyas', 'Texas Tech Red Raiders']"
401479687,"['Kansas State Wildcats', 'Butler Bulldogs']"
401479688,"['Creighton Bluejays', 'Texas Longhorns']"
401479689,"['Oklahoma State Cowboys', 'UConn Huskies']"
401479690,"['Seton Hall Pirates', 'Kansas Jayhawks']"
401479691,"['Oklahoma Sooners', 'Villanova Wildcats']"
401479692,"[""St. John's Red Storm"", 'Iowa State Cyclones']"
401479694,"['Butler Bulldogs', 'Penn State Nittany Lions']"
401479695,"['DePaul Blue Demons', 'Minnesota Golden Gophers']"
401479696,"['Marquette Golden Eagles', 'Purdue Boilermakers']"
401479697,"['Northwestern Wildcats', 'Georgetown Hoyas']"
401479698,"['Iowa Hawkeyes', 'Seton Hall Pirates']"
401479699,"['Nebraska Cornhuskers', ""St. John's Red Storm""]"
401479700,"['Indiana Hoosiers', 'Xavier Musketeers']"
401479701,"['Villanova Wildcats', 'Michigan State Spartans']"
401479702,"['Arkansas Razorbacks', 'Baylor Bears']"
401479703,"['Iowa State Cyclones', 'Missouri Tigers']"
401479704,"['Kansas Jayhawks', 'Kentucky Wildcats']"
401479705,"['Florida Gators', 'Kansas State Wildcats']"
401479706,"['Alabama Crimson Tide', 'Oklahoma Sooners']"
401479707,"['Ole Miss Rebels', 'Oklahoma State Cowboys']"
401479708,"['TCU Horned Frogs', 'Mississippi State Bulldogs']"
401479709,"['Texas Longhorns', 'Tennessee Volunteers']"
401479710,"['Texas Tech Red Raiders', 'LSU Tigers']"
401479711,"['Auburn Tigers', 'West Virginia Mountaineers']"
401479730,"['Wofford Terriers', 'Mercer Bears']"
401479731,"['VMI Keydets', 'Samford Bulldogs']"
401479732,"['Mercer Bears', 'Western Carolina Catamounts']"
401479733,"['Samford Bulldogs', 'UNC Greensboro Spartans']"
401479734,"['Furman Paladins', 'East Tennessee State Buccaneers']"
401479735,"['VMI Keydets', 'Chattanooga Mocs']"
